Authors,Title,Source title,Link,Abstract
"Ambulkar S., Blackhurst J., Grawe S.",Firm's resilience to supply chain disruptions: Scale development and empirical examination,Journal of Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915817493&doi=10.1016%2fj.jom.2014.11.002&partnerID=40&md5=50bceacbea475b917d5415dd9ff2b4a4,"This paper expands our understanding of factors that contribute to development of firm resilience to supply chain disruptions. In doing so, we operationalize firm resilience to understand how supply chain disruption orientated firms can develop resilience to supply chain disruptions. We find that supply chain disruption orientation alone is not enough for a firm to develop resilience. Supply chain disruption oriented firms require the ability to reconfigure resources or have a risk management resource infrastructure to develop resilience. The way in which supply chain disruption oriented firms develop resilience through resource reconfiguration or risk management infrastructure depends on the context of the disruption as high impact or low impact. In a high impact disruption context, resource reconfiguration fully mediates the relationship between supply chain disruption orientation and firm resilience. In a low impact disruption context, supply chain disruption orientation and risk management infrastructure have a synergistic effect on developing firm resilience."
"Kim Y., Chen Y.-S., Linderman K.",Supply network disruption and resilience: A network structural perspective,Journal of Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910060076&doi=10.1016%2fj.jom.2014.10.006&partnerID=40&md5=e27a60b65338c8e26dcd87c1c97f33f2,"Increasingly, scholars recognize the importance of understanding supply network disruptions. However, the literature still lacks a clear conceptualization of a network-level understanding of supply disruptions. Not having a network level understanding of supply disruptions prevents firms from fully mitigating the negative effects of a supply disruption. Graph theory helps to conceptualize a supply network and differentiate between disruptions at the node/arc level vs. network level. The structure of a supply network consists of a collection of nodes (facilities) and the connecting arcs (transportation). From this perspective, small events that disrupt a node or arc in the network can have major consequences for the network. A failure in a node or arc can potentially stop the flow of material across network. This study conceptualizes supply network disruption and resilience by examining the structural relationships among entities in the network. We compare four fundamental supply network structures to help understand supply network disruption and resilience. The analysis shows that node/arc-level disruptions do not necessarily lead to network-level disruptions, and demonstrates the importance of differentiating a node/arc disruption vs. a network disruption. The results also indicate that network structure significantly determines the likelihood of disruption. In general, different structural relationships among network entities have different levels of resilience. More specifically, resilience improves when the structural relationships in a network follow the power-law. This paper not only offers a new perspective of supply network disruption, but also suggests a useful analytical approach to assessing supply network structures for resilience."
"Jaskiewicz P., Combs J.G., Rau S.B.",Entrepreneurial legacy: Toward a theory of how some family firms nurture transgenerational entrepreneurship,Journal of Business Venturing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909589895&doi=10.1016%2fj.jbusvent.2014.07.001&partnerID=40&md5=55b04217dcd3b930b45b54cbcb0a1069,"Research shows that family firms are less entrepreneurial, on average, especially after the founder departs. There are notable exceptions, however, and so we build a new theory to explain how these exceptional firms accomplish transgenerational entrepreneurship. Specifically, we conducted in-depth interviews with owners and (potential) successors in 21 German wineries that are, on average, in their 11th generation. We introduce entrepreneurial legacy, which we define as the family's rhetorical reconstruction of past entrepreneurial achievements or resilience, and theorize that it motivates incumbent and next-generation owners to engage in strategic activities that foster transgenerational entrepreneurship. Entrepreneurial legacy thus helps explain transgenerational entrepreneurship and has implications for family-firm, imprinting, and succession research."
"Su H.-C., Linderman K., Schroeder R.G., Van De Ven A.H.",A comparative case study of sustaining quality as a competitive advantage,Journal of Operations Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911861990&doi=10.1016%2fj.jom.2014.09.003&partnerID=40&md5=d53d0529cd33e8b773406c41972821dd,"Many organizations have achieved high levels of quality performance only to lose it later on. These firms that were once quality leaders can no longer compete on the quality of their products or services. This research develops a theoretical understanding of how organizations can sustain a quality advantage. It offers a conceptual definition of sustaining a quality advantage which involves not only sustaining a high level of quality performance, but also sustaining a high consistency of quality performance. A comparative case study provides evidence of three capabilities that distinguish firms with different levels of sustaining quality. These capabilities include: (1) meta-learning, (2) sensing weak signals, and (3) resilience to quality disruptions. The case analysis argues that meta-learning helps sustain a high level of quality performance, while sensing weak signals and resilience improves the consistency of quality performance. This study offers a dynamic capability-based strategy that explains how to sustain a competitive advantage in quality, which may also have implications for sustaining other operational competitive advantages."
"Weigand K., Flanagan T., Dye K., Jones P.",Collaborative foresight: Complementing long-horizon strategic planning,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900553090&doi=10.1016%2fj.techfore.2013.08.016&partnerID=40&md5=2db43545058a37b1b287e4db1d98b41c,"An action case study demonstrates an effective integration of collaborative planning using long-range foresight in a hierarchical government research organization. The purpose of the study was to evaluate the effectiveness of collaborative, bottom-up strategic planning as a complement to top-down strategizing. Large research institutions plan investment over long time horizons and must cope with significant uncertainty, complexity, and mandate changes. Collaborative foresight enhances organizational resilience by improving ideation, problem definition, and consensus in long-horizon strategies. It increases the variety of perspectives in scenario creation, resulting in improved strategic options. Structured Dialogic Design (SDD) was employed as a complementary strategic planning method to the mandated Capabilities-Based Planning (CBP) process. The two methods were conducted in parallel sessions with different organizational participants, strictly limiting information sharing between teams. Participants using SDD to plan efficiently produced a detailed structure representing long-horizon strategic challenges and solution ideas. This collaborative foresight approach demonstrated strong consensus for organizational priorities defined in scenarios and investment pathways. The SDD method demonstrated that transactive and generative planning integrated with traditional rational planning and surpassed it by incorporating deep tacit knowledge from diverse participants. It also fostered organizational cohesion through facilitated collaboration in the planning sessions."
"Castán Broto V., Glendinning S., Dewberry E., Walsh C., Powell M.",What can we learn about transitions for sustainability from infrastructure shocks?,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898438768&doi=10.1016%2fj.techfore.2013.08.002&partnerID=40&md5=ce533f388877f752b28c6d76d7bd29da,"This paper explores the potential for learning from infrastructure shocks to develop strategic visions of infrastructure. The paper departs from theories of systems innovation, which understand infrastructure transitions as socio-technical re-configurations over long periods of time. The paper presents a complementary hypothesis to those theories about the possibility to catalyze systems change during or as a result of infrastructure shocks. According to this hypothesis, this change is possible because shocks enable higher order learning about infrastructure, which is learning involving a critical evaluation of existing principles and their suitability to complex situations. The hypothesis is examined empirically by studying the association between different types of infrastructure shock and different types of learning that emerge from those shocks using a meta-analysis of published work on infrastructure shocks. The analysis suggests that while there is considerable evidence of social learning from shocks, the context in which they occur will influence whether or not this is higher order learning. Further research is needed to develop feasible and practical ways to maximize the learning opportunities emerging from infrastructure shocks towards a transition to sustainable and resilient infrastructure."
"Bullough A., Renko M., Myatt T.",Danger zone entrepreneurs: The importance of resilience and self-efficacy for entrepreneurial intentions,Entrepreneurship: Theory and Practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898037747&doi=10.1111%2fetap.12006&partnerID=40&md5=07b085cc8ebd0449bc74ed8c1565dfc9,"Little is known about the drivers of entrepreneurial decisions during war. We empirically examine the effects of perceived danger, entrepreneurial self-efficacy, and resilience on entrepreneurial intentions in adverse conditions with primary survey data from Afghanistan. Our findings suggest that perceived danger is negatively related to an individual's entrepreneurial intentions, but marginally less so among highly resilient individuals. Our findings also suggest that even under conditions of war, individuals develop entrepreneurial intentions if they are able to grow from adversity (resilience) and believe in their entrepreneurial abilities (entrepreneurial self-efficacy). Practical implications for role modeling and entrepreneurship training are then discussed."
"Memili E., Welsh D.H.B., Luthans F.",Going beyond research on goal setting: A proposed role for organizational psychological capital of family firms,Entrepreneurship: Theory and Practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887197901&doi=10.1111%2fetap.12066&partnerID=40&md5=228331ef621021e4d97e55612725cc95,"Kotlar and De Massis found that membership assortment and the number of organizational members, as well as the imminence of succession, influence goal diversity in family firms. They also showed that goal diversity can be managed and family-centered goals can be stabilized through professional and familial social interactions, driving the formation of collective commitment to family-centered goals (CCFG). Using this research as a point of departure, we propose that CCFG may impact family firm economic and noneconomic performance. Furthermore, we introduce to the family firm literature the organizational psychological capital (OPC), consisting of hope, efficacy, resilience, and optimism. We also suggest that OPC may be more prevalent in family firms than in nonfamily firms. Moreover, OPC of family firms may play an important role in the link between CCFG and economic as well as noneconomic performance."
Ciumasu I.M.,Dynamic decision trees for building resilience into future eco-cities,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885073019&doi=10.1016%2fj.techfore.2012.12.010&partnerID=40&md5=a8b76af13b9a5e1d8f562445d534e585,"Intensifying global urbanization and environmental changes bring about the imperative of sustainable urban development and decisions upon inescapable pressures and risks, but knowledge integration between disciplines is a limiting contextual challenge. This paper proposes a reformulation, in terms of urban risk management, of an earlier developed ontological scenario generation method. The procedure consists of several steps: (i) identification-and-prioritization of main pressures, (ii) paired discussion of pressures using four-cell matrices, (iii) re-visit of the pressures' priority order, (iv) articulation of short-listed pressures as decision-making questions, and (v) generation of scenarios via ""yes/no"" responses to each question, in their order of priority. In this article, the method feeds upon the general context described in recent multi-disciplinary urban studies and public strategic plans in the city of Iasi (Romania), to propose a formal procedure for enabling the acceleration of productive decision making towards city sustainability. Answering three top priority questions, namely ""Implement a business-friendly and efficient governance system?"", ""Develop a resource management system?"", and ""Carry out a human capital accelerator strategy?"" results in a 4-scenario set: Receding City, Wanting City, Promising City, Inspiring City. The scenarios are discussed in terms of systemic risks at the end of post-communist transition and beginning of the socio-economic convergence with Western Europe."
"Cohen O., Leykin D., Lahad M., Goldberg A., Aharonson-Daniel L.",The conjoint community resiliency assessment measure as a baseline for profiling and predicting community resilience for emergencies,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885057017&doi=10.1016%2fj.techfore.2012.12.009&partnerID=40&md5=e063dfd3d0d3a1c15560cd6808ab0a8d,"Community resilience is a term that describes the community's ability to function amidst crises or disruptions. Community resilience is perceived as a fundamental element in emergency preparedness and as a mean of ensuring social stability in the face of crises, including disasters. However, there is a paucity of empiric evidence for this conjecture. This paper demonstrates the use of the Conjoint Community Resilience Assessment Measurement (CCRAM) for estimating the ability of a community to be resilient in the face of disaster. Six factors of community resilience were identified based on a study conducted in nine small to medium size towns (N = 886): Leadership, collective efficacy, preparedness, place attachment, social trust and social relationship. Multiple logistic regressions yielded the CCRAM protective factors for perceived community resilience. Receiver Operating Characteristic (ROC) analysis confirmed the quality of the CCRAM as a diagnostic tool for perceived community resilience. The CCRAM tool is presented as a potential provider of information for authorities and decision makers as an aid for foreseeing and planning towards the challenges present during emergency times."
"Hernantes J., Rich E., Laugé A., Labaka L., Sarriegi J.M.","Learning before the storm: Modeling multiple stakeholder activities in support of crisis management, a practical case",Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885032483&doi=10.1016%2fj.techfore.2013.01.002&partnerID=40&md5=586dbbb9b7b9945930b2cc3fd6f43f0a,"The severe consequences of a Critical Infrastructure (CI) crisis demand continued research directed toward proactive and reactive management strategies. Despite the best efforts of governments and communities, the diversity of stakeholders, conflicting demands for resources, and a lack of trust among organizations create complexities that limit the effectiveness of the response. This paper identifies four specific problems that appear to reoccur when CIs are challenged: heterogeneity, multiple and inconsistent boundaries, resilience building and knowledge transfer and sharing. A combination of collaborative modeling and software simulation methodologies is proposed in order to identify the interrelationships among diverse stakeholders when managing the preparation for and reaction to a CI crisis. This approach allows experts to work together and share experiences through the modeling process which can lead them to a better understanding of how other organizations work and integrate different perspectives. In addition, simulation models enable domain experts to understand the consequences of certain policies in the short and long terms, thus improving the crisis managers' knowledge for future crisis situations. This paper presents a practical case of a hypothetical crisis in the CI sector and the approach used in order to deal with the four problems identified above."
"Micelotta E.R., Washington M.",Institutions and Maintenance: The Repair Work of Italian Professions,Organization Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881186269&doi=10.1177%2f0170840613492075&partnerID=40&md5=fa4d002162f56352d4a0ba63006ef34f,"This paper contributes to extending institutional theory by theorizing institutional maintenance as a process of repair and empirically examining repair work in a professional setting. Our in-depth, longitudinal case study illustrates how Italian professions-led by two professional associations-rebuffed the decisive intervention of the Italian Government to coercively reform the professional service sector and reconstituted institutional arrangements that had been severely disrupted. The paper advances theory on the resilience of institutions by showing that maintenance repair work enables powerful incumbents to reverse change and re-establish the status quo."
"Hearnshaw E.J.S., Wilson M.M.J.",A complex network approach to supply chain network theory,International Journal of Operations and Production Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874812511&doi=10.1108%2f01443571311307343&partnerID=40&md5=741ee00301bec7533be3dd6cbb68348c,"Purpose: The purpose of this paper is to advance supply chain network theory by applying theoretical and empirical developments in complex network literature to the context of supply chains as complex adaptive systems. The authors synthesize these advancements to gain an understanding of the network properties underlying efficient supply chains. To develop a suitable theory of supply chain networks, the authors look to mirror the properties of complex network models with real-world supply chains. Design/methodology/approach: The authors review complex network literature drawn from multiple disciplines in top scientific journals. From this interdisciplinary review a series of propositions are developed around supply chain complexity and adaptive phenomena. Findings: This paper proposes that the structure of efficient supply chains follows a ""scale-free"" network. This proposal emerges from arguments that the key properties of efficient supply chains are a short characteristic path length, a high clustering coefficient and a power law connectivity distribution. Research limitations/implications: The authors' discussion centres on applying advances found in recent complex network literature. Hence, the need is noted to empirically validate the series of propositions developed in this paper in a supply chain context. Practical implications: If efficient supply chains resemble a scale-free network, then managers can derive a number of implications. For example, supply chain resilience is derived by the presence of hub firms. To reduce the vulnerability of supply chains to cascading failures, it is recognized that managers could build in redundancy, undertake a multi-sourcing strategy or intermediation between hub firms. Originality/value: This paper advances supply chain network theory. It offers a novel understanding of supply chains as complex adaptive systems and, in particular, that efficient and resilient supply chain systems resemble a scale-free network. In addition, it provides a series of propositions that allow modelling and empirical research to proceed."
Schemeil Y.,Bringing International Organization In: Global Institutions as Adaptive Hybrids,Organization Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874216350&doi=10.1177%2f0170840612473551&partnerID=40&md5=4581d2e66f595cbcc2a6806fdbb0b4df,"How can an international organization be made adaptable? Having been designed to fulfil a specific mandate, international organizations should disappear from the world stage once. The initial conditions that led to their establishment no longer exist: their constituents (governments or activists) will not support them when their mandate becomes obsolete or their added value is reduced. Nonetheless, they survive external shocks, resource traps, and even the growing indifference of their founding fathers. The explanation lies in their successful resistance to constituents' control; counter-intuitive adaptation to external change; unplanned expansion through mandate enlargement; and a snowballing albeit unintentional trend to build up networks. Overall, the relative success of international organizations can be measured as a global balance between performance and resilience, exploitation and exploration, autonomy and cooperation. To reach that balanced stage they must be altogether dualistic (coupling the technical with the political); adaptive (converting slack into innovation); organic and ambidextrous (setting new challenges while pursuing current activity). Since they combine components that come from local, national, regional and transnational recipes for survival and performance, they are complex hybrids made up of public agencies, private firms, third sector associations, and expert, activist, or lobbying interest groups."
"Boin A., van Eeten M.J.G.",The Resilient Organization,Public Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875933971&doi=10.1080%2f14719037.2013.769856&partnerID=40&md5=9070699d61e77622e0254d656205029d,"Both academics and practitioners have recently discovered resilience as a core topic of interest. Resilience is widely viewed as a potential solution to the challenges posed by crises and disasters. The promise of resilience is an organization or society that absorbs shocks and 'bounces back' after a disturbance. While the idea of resilience is increasingly popular, empirical research on resilient organizations is actually quite rare. This article explores whether a relation exists between organizational characteristics, processes and resilience. Building on the insights of high reliability theory and crisis research, it probes this relation in two organizations that experienced deep crises: the California Independent System Operator (CAISO) and National Aeronautics and Space Agency (NASA)."
"Ward S., Barr S., Butler D., Memon F.A.",Rainwater harvesting in the UK: Socio-technical theory and practice,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863780672&doi=10.1016%2fj.techfore.2012.04.001&partnerID=40&md5=fab37285953f99750a07560e5092fbef,"There is currently a window of opportunity in the UK, with respect to promoting sustainable water management (SWM). Periods of alternating drought and flooding have brought water management issues to the fore of UK media coverage and policy development. Unchallenged reliance on the historic legacy of piped infrastructure is declining, as its resilience and adaptability in the face of climate change become increasingly questioned. Despite its prevalence in other countries and a recent surge in sales, rainwater harvesting (RWH) has yet to transition from niche to mainstream in the UK. This paper provides an overview of the development of a strategic framework for enabling RWH to transition from novel to mainstream, informed by a number of evidence bases and devised using insight gained through the application of a number of theories. Identified strategic areas for action include (i) Technical Relevance (product development); (ii) Social Receptivity (capacity building) and (ii) Institutional Commitment (support services)."
"Shin J., Taylor M.S., Seo M.-G.",Resources for Change: The relationships of organizational inducements and psychological resilience to employees' attitudes and behaviors toward organizational change,Academy of Management Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862185899&doi=10.5465%2famj.2010.0325&partnerID=40&md5=7ba85806166d26e2369fd488a938edaf,"We tested the importance of two hypothesized resources-organizational inducements and employee psychological resilience-in determining employees' commitment to, and supportive behaviors for, organizational change. Conducting a two-wave survey in a sample of 234 employees and 45 managers, we found that organizational inducements and resilience were positively related to two types of employees' commitment to change (normative and affective) and that these effects were mediated through state positive affect and social exchange. We also found that the two types of commitment to change were positively but differentially related to behavioral and creative support for change, and negatively related to turnover."
"Lawrence T.B., Maitlis S.",Care and possibility: Enacting an ethic of care through narrative practice,Academy of Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873972740&doi=10.5465%2famr.2010.0466&partnerID=40&md5=6a0309721fcd0a4c76401469db9efc2e,"The feminist notion of an ethic of care provides a powerful alternative to justice as a central orienting value for the development of moral theory, but it has been largely overlooked in the literature on care in organizations. We explore how an ethic of care could be enacted in organizations, arguing that it would involve narrative practices embedded in enduring relationships, such as work teams. We articulate three domains of discursive practice - how members construct their experiences, how they construct their struggles, and how they construct future-oriented stories - and from them identify three specific caring narrative practices: constructing histories of sparkling moments, contextualizing struggles, and constructing polyphonic future-oriented stories. We argue that, together, these practices foster an ontology of possi-bility - a belief system that emphasizes the socially constructed nature of both past and present and, thus, facilitates action and an appreciation of its limits. We conclude by considering the organizational conditions under which an ethic of care is more likely to flourish and the impact of an ontology of possibility on the resilience of organizational teams who adopt it."
"Bassi A.M., Tan Z., Mbi A.","Estimating the impact of investing in a resource efficient, resilient global energy-intensive manufacturing industry",Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860916270&doi=10.1016%2fj.techfore.2011.05.011&partnerID=40&md5=fee778be4683ddeb6521f007196aecb6,"To examine the prospects of creating a resource efficient, low-carbon economy, this paper focuses on the impacts of investing in energy, water andwaste. The broader industrial sector, aswell as six energy-intensive manufacturing industries is studied. A system dynamics model is developed for each selected sub-sector, which is embedded in a broader integrated framework to fully appreciate the linkages within the industries and across the economy, environment and society. This study further simulates and analyzes the key factors affecting the economic performance and environmental impacts of these industries in a resource efficient scenario compared to a businessas-usual (BAU) case. Our analysis indicates that with no additional resource-efficiency and conservation actions taken, these industries - highly exposed to rising fuel prices under BAU- will suffer from declined profitability over time. Under the alternative scenario however, an incremental investment in efficiency will not only substantially curb energy demand and emissions, but will also effectively reduce energy expenditures in all analyzed industries yielding an overall positive return on investment after nine years. Though the extent of cost saving varies across the sub-sectors due to the variation inenergymix, theywill all see considerable reduction in unit production costs and increase in operatingmargins and profits in themediumto longer term."
"Chrisman J.J., Chua J.H., Steier L.P.",Resilience of family firms: An introduction,Entrepreneurship: Theory and Practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255191071&doi=10.1111%2fj.1540-6520.2011.00493.x&partnerID=40&md5=3a45f534c8e6df154d44d7db231d321a,"Family firms have long been a prominent feature of the organizational landscape and researchers have found some variations of this organizational form to be more resilient than others. The articles and commentaries in this special issue address some of the bases of this resilience including arranged marriages as a management succession strategy, long-term orientation and multitemporal perspectives, knowledge structures and opportunity identification, and social capital and social exchange. This introduction to the eighth special issue on ""theories of family enterprise"" discusses the contributions made by the articles and commentaries to our understanding about the resilience of family firms."
Herbane B.,Communications About Resilience Enhancing Activities By English Local Authorities: An evaluation of online content,Public Management Review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859247606&doi=10.1080%2f14719037.2011.589611&partnerID=40&md5=e3571300e64fc43307d176bf786ca51f,"The Civil Contingencies Act (2004) in the United Kingdom introduced new responsibilities for public authorities regarding Business Continuity Management (BCM) and other emergency planning activities. Using content analysis techniques, this study examined thirty-four English county councils' websites to examine the extent to which this online medium communicated these new responsibilities to stakeholders. Using key-word-in-context (KWIC) and content clustering, this exploratory study found that local authorities' websites were far from generic in their web-based communications about their new Civil Contingencies Act responsibilities and BCM activities, and it reveals a number of differing website traits, motivations and orientations."
"Green S.G., Schaefer R.A., MacDermid S.M., Weiss H.M.",Partner reactions to work-to-family conflict: Cognitive appraisal and indirect crossover in couples,Journal of Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954548683&doi=10.1177%2f0149206309349307&partnerID=40&md5=6c14eb5df65c4e3807864496e0d73cd4,"In studying observed work-to-family conflict in 139 couples, the authors integrate theory from cognitive appraisal and indirect crossover processes to explain how partner reactions may affect a focal employee's work attitudes. The focal employee's work-interfering-with-family behaviors were positively associated with the partner's reports of observed work-to-family conflict, resulting in more partner blame attributions and negative emotional displays when discussing work. The partner's negative emotional displays were related to less career resilience and more turnover exploration by the focal employee. Theoretical and practical implications of the dynamic reactive consequences of appraisal and crossover of observed work-to-family conflict are discussed."
"Carmeli A., Markman G.D.","Capture, governance, and resilience: Strategy implications from the history of Rome",Strategic Management Journal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651077239&doi=10.1002%2fsmj.880&partnerID=40&md5=f5fd3be9ee4eeda5b93291977fbd36c6,"Organizational resilience is a subject of great interest to management and strategy scholars. Drawing on over 1,000 years of historical data on the Republic of Rome, and focusing primarily on the period of its establishment (509 BC-338 BC), we identify two generic strategies, capture and governance, that together are essential for organizational resilience. Capture strategy relates to market expansions, while governance strategy refers to the capacity of an organization to assimilate, retain, defend, and increase its dominance within annexed markets. The history of Rome also reveals four supporting tactics-saving power, maintaining a stronghold base, isolating and weakening adversaries, and creating forward outposts-that shore up and reinforce the capture and governance strategies, to create a more enduring and resilient enterprise. Interestingly, a system-wide view of the strategy-tactic framework also offers insights on resilience through smallness, thus illustrating its conceptual utility to organizations of all sizes including small enterprises. Copyright"
"Hayward M.L.A., Forster W.R., Sarasvathy S.D., Fredrickson B.L.",Beyond hubris: How highly confident entrepreneurs rebound to venture again,Journal of Business Venturing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956893959&doi=10.1016%2fj.jbusvent.2009.03.002&partnerID=40&md5=9083ef500cc887259d71bf3bbde61b04,"This article outlines why highly confident entrepreneurs of focal ventures are better positioned to start and succeed with another venture; and therefore why overconfidence in one's capabilities functionally persists and pervades amongst entrepreneurs. By combining cognitive perspectives on confidence in decision making with Fredrickson's [Fredrickson, B.L. 1998. What good are positive emotions?. Review of General Psychology, 2, 300-319.; Fredrickson, B.L. 2001. The role of positive emotions in positive psychology: the broaden-and-build theory of positive emotions. American Psychologist, 56, 218-226.; Fredrickson, B.L. 2003. The value of positive emotions. American Scientist, 91: 330-335] 'broaden-and-build' theory of positive emotions, this paper elaborates the manner in which such entrepreneurs can develop emotional, cognitive, social and financial resilience that can be marshaled and mobilized for a subsequent venture."
"Sweldens S., Van Osselaer S.M.J., Janiszewski C.",Evaluative conditioning procedures and the resilience of conditioned brand attitudes,Journal of Consumer Research,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957901368&doi=10.1086%2f653656&partnerID=40&md5=f0202420eebe08d93d15a27502df6c28,"Changing brand attitudes by pairing a brand with affectively laden stimuli such as celebrity endorsers or pleasant pictures is called evaluative conditioning. We show that this attitude change can occur in two ways, depending on how brands and affective stimuli are presented. Attitude change can result from establishing a memory link between brand and affective stimulus (indirect attitude change) or from direct ""affect transfer"" from affective stimulus to brand (direct attitude change). Direct attitude change is significantly more robust than indirect attitude change, for example, to changes in the valence of affective stimuli (unconditioned stimulus revaluation: e.g., endorsers falling from grace), to interference by subsequent information (e.g., advertising clutter), and to persuasion knowledge activation (e.g., consumer suspicion about being influenced). Indirect evaluative conditioning requires repeated presentations of a brand with the same affective stimulus. Direct evaluative conditioning requires simultaneous presentation of a brand with different affective stimuli."
"Wardekker J.A., de Jong A., Knoop J.M., van der Sluijs J.P.",Operationalising a resilience approach to adapting an urban delta to uncertain climate changes,Technological Forecasting and Social Change,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953808686&doi=10.1016%2fj.techfore.2009.11.005&partnerID=40&md5=835824c23366cf23384eb7ce6cfcaeef,"Climate change may pose considerable challenges to coastal cities, particularly in low-lying urban deltas. Impacts are, however, associated with substantial uncertainties. This paper studies an uncertainty-robust adaptation strategy: strengthening the resilience of the impacted system. This approach is operationalised for the city of Rotterdam, using literature study, interviews, and a workshop. Potential impacts have been explored using national climate statistics and scenarios and a set of 'wildcards' (imaginable surprises). Sea level rise, particularly in combination with storm surge, and enduring heat and drought are the most relevant potential stresses in the area. These can lead to damage, loss of image, and societal disruption. Unclear responsibilities enhance disruption. 'Resilience principles' made the concept of resilience sufficiently operational for local actors to explore policy options. Useful principles for urban resilience include: homeostasis, omnivory, high flux, flatness, buffering, redundancy, foresight and preparedness/planning, compartmentalisation, and flexible planning/design. A resilience approach makes the system less prone to disturbances, enables quick and flexible responses, and is better capable of dealing with surprises than traditional predictive approaches. Local actors frame resilience as a flexible approach to adaptation that would be more suitable and tailored to local situations than rigid top-down regulations. In addition to a change in policy, it would require a more pro-active mentality among the population."
"Branzei O., Abdelnour S.","Another day, another dollar: Enterprise resilience under terrorism in developing countries",Journal of International Business Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953148155&doi=10.1057%2fjibs.2010.6&partnerID=40&md5=090475cbbcf8a3acb1c60dc59aec43c0,"This study extends the literature on entrepreneurship in developing countries by offering a two-stage explanation for the paradoxical observation that enterprise activities often flourish under extreme adversity. Our findings complement the base-of-pyramid and peace-through-commerce attention to the growing role of business in international development by fleshing out the functions of enterprise resilience under terrorism. We first explain how terrorism conditions (outbreak, escalation, and reduction) may create psychological incentives for enterprise resilience; then we show that, controlling for ex ante terrorism conditions, enterprise resilience yields more favorable economic payoffs at higher levels of terrorism, especially for informal entrepreneurs."
"Dewald J., Bowen F.",Storm clouds and silver linings: Responding to disruptive innovations through cognitive resilience,Entrepreneurship: Theory and Practice,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73549095189&doi=10.1111%2fj.1540-6520.2009.00312.x&partnerID=40&md5=cd5f23572c7ac0d4899a026e6909f005,"Incumbent firms facing disruptive business model innovations must decide whether to respond through inaction, resistance, adoption, or resilience. We focus on resilient responses to simultaneous perceived threat and opportunity by managers of small incumbent firms. Using cognitive framing arguments, we argue that risk experience moderates perceptions of opportunity, whereas perceived urgency moderates situation threat. We test our framework in the real estate brokerage context, where small incumbents face considerable challenges from disruptive business model innovations, such as discount brokers. Analysis of data from 126 real estate brokers broadly confirms our framework. We conclude with implications of our research for small business incumbents."
"Sullivan-Taylor B., Wilson D.C.",Managing the threat of terrorism in British Travel and Leisure organizations,Organization Studies,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849185336&doi=10.1177%2f0170840608101480&partnerID=40&md5=68f5a8659530f9d07f108a42e571acfb,"This paper examines the perceived threats from terrorism in six organizations in the travel and leisure sector in the UK. These organizations are particularly exposed to such extreme threats. This paper examines how managers in organizations deal with uncertainty where probabilities are impossible or difficult to define and examines how they face the challenge of interpreting and acting upon these interpretations. Theoretically the paper draws upon two lenses: organizational resilience and institutional perspectives. The former assumes managers can act autonomously to increase organizational resilience. The latter argues that systemic features of organization are more accurate explanations of why managers and organizations fail to spot threats and impending disasters. The data indicate that perceptions of uncertainty and threats from terrorism and theories of action differ in and between organizations depending upon factors such as the accuracy and completeness of information; previous experience of terrorist events and whether or not these threats were prioritized over other uncertainties. Three organizations in the aviation industry prioritize threats from terrorism, whilst three organizations in the leisure and travel sector do not. Managers in the aviation industry tend to take a proactive, organizational resilience stance towards uncertainty, whilst managers in the other organizations are more reactive, or take little action, with systemic features of organization taking precedence over decisions and actions."
